customer,st_x,gender_x,education_x,customer_lifetime_value_x,income_x,monthly_premium_auto_x,number_of_open_complaints_x,policy_type_x,vehicle_class_x,total_claim_amount_x,st_y,gender_y,education_y,customer_lifetime_value_y,income_y,monthly_premium_auto_y,number_of_open_complaints_y,total_claim_amount_y,policy_type_y,vehicle_class_y,state,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,total_claim_amount,vehicle_class
ka67497,,,,,,,,,,,,,,,,,,,,,california,6385.617852,high school or below,f,0.0,63.0,1.0,personal auto,302.4,two-door car
ka69047,,,,,,,,,,,,,,,,,,,,,california,3450.073829,bachelor,m,68082.0,88.0,0.0,personal auto,39.579516,four-door car
ka77514,,,,,,,,,,,,,,,,,,,,,washington,2734.149158,high school or below,m,34865.0,69.0,0.0,corporate auto,255.946801,four-door car
ka89683,az,f,high school or below,252317.12%,0.0,70.0,1/0/00,personal auto,four-door car,504.0,,,,,,,,,,,,,,,,,,,,
ka95160,,,,,,,,,,,,,,,,,,,,,arizona,23207.24981,master,f,89918.0,115.0,0.0,personal auto,423.116739,suv
ka95976,,,,,,,,,,,,,,,,,,,,,california,5392.502531,high school or below,f,80550.0,68.0,3.0,personal auto,265.516965,four-door car
ka98111,,,,,,,,,,,,,,,,,,,,,washington,2513.117202,bachelor,m,22475.0,64.0,1.0,personal auto,307.2,four-door car
kb15252,,,,,,,,,,,,,,,,,,,,,arizona,8709.321889,college,f,0.0,77.0,0.0,personal auto,509.100577,two-door car
kb18303,,,,,,,,,,,,,,,,,,,,,california,8658.863813,college,m,62464.0,109.0,0.0,corporate auto,400.181882,sports car
kb20508,,,,,,,,,,,,,,,,,,,,,california,10828.37347,college,m,11033.0,97.0,0.0,special auto,511.120131,two-door car
kb25170,,,,,,,,,,,,,,,,,,,,,washington,2560.082499,doctor,f,88059.0,63.0,0.0,personal auto,144.551024,four-door car
kb35786,,,,,,,,,,,,,,,,,,,,,oregon,4505.85011,bachelor,m,20284.0,65.0,1.0,personal auto,532.806637,four-door car
kb42322,,,,,,,,,,,,,,,,,,,,,california,6761.107268,bachelor,f,70829.0,85.0,0.0,personal auto,553.174109,four-door car
kb44286,,,,,,,,,,,,,,,,,,,,,oregon,46770.94705,high school or below,f,64403.0,198.0,0.0,corporate auto,111.173021,luxury suv
kb50999,,,,,,,,,,,,,,,,,,,,,california,5394.000979,college,f,27568.0,68.0,0.0,personal auto,278.689331,two-door car
kb53430,,,,,,,,,,,,,,,,,,,,,oregon,2227.072755,high school or below,m,27972.0,61.0,0.0,personal auto,292.8,four-door car
kb54415,,,,,,,,,,,,,,,,,,,,,arizona,2473.368225,high school or below,m,13449.0,68.0,0.0,personal auto,326.4,four-door car
kb58189,,,,,,,,,,,,,,,,,,,,,oregon,2550.659053,college,f,69230.0,63.0,0.0,special auto,283.241868,four-door car
kb72438,california,f,high school or below,1983420.12%,65989.0,123.0,1/1/00,personal auto,suv,115.545086,,,,,,,,,,,,,,,,,,,,
kb75939,,,,,,,,,,,,,,,,,,,,,oregon,9421.101961,bachelor,f,23059.0,126.0,0.0,corporate auto,95.845811,sports car
kb90888,,,,,,,,,,,,,,,,,,,,,oregon,2561.576924,high school or below,f,0.0,73.0,0.0,corporate auto,842.87608,two-door car
kb90953,,,,,,,,,,,,,,,,,,,,,california,40132.01135,bachelor,f,98710.0,123.0,0.0,personal auto,587.391029,sports car
kb99097,,,,,,,,,,,california,f,bachelor,446299.70%,0.0,73.0,1/3/00,350.4,special auto,two-door car,,,,,,,,,,
kc11055,nevada,f,bachelor,1693627.15%,39411.0,217.0,1/2/00,personal auto,luxury car,1122.658899,,,,,,,,,,,,,,,,,,,,
kc14861,,,,,,,,,,,,,,,,,,,,,oregon,14886.70602,high school or below,m,91193.0,185.0,1.0,personal auto,1.587888,luxury suv
kc16062,,,,,,,,,,,,,,,,,,,,,arizona,7550.41865,high school or below,f,0.0,100.0,0.0,corporate auto,480.0,suv
kc17170,arizona,f,bachelor,546560.40%,54422.0,68.0,1/0/00,corporate auto,four-door car,75.501852,,,,,,,,,,,,,,,,,,,,
kc17606,,,,,,,,,,,,,,,,,,,,,california,5244.550942,college,f,27444.0,66.0,0.0,personal auto,313.931213,four-door car
kc19420,,,,,,,,,,,california,f,college,498764.31%,19589.0,127.0,1/0/00,1027.010512,personal auto,suv,,,,,,,,,,
kc22636,,,,,,,,,,,,,,,,,,,,,california,5488.931031,high school or below,f,33881.0,68.0,0.0,personal auto,65.659137,four-door car
kc26486,,,,,,,,,,,,,,,,,,,,,arizona,8427.172486,bachelor,f,46503.0,215.0,1.0,personal auto,1032.0,luxury suv
kc32511,,,,,,,,,,,oregon,f,master,518162.09%,97131.0,64.0,1/0/00,307.2,personal auto,four-door car,,,,,,,,,,
kc36987,,,,,,,,,,,,,,,,,,,,,oregon,13334.26763,bachelor,m,47950.0,170.0,1.0,personal auto,780.990942,suv
kc49055,,,,,,,,,,,,,,,,,,,,,oregon,7123.082388,bachelor,m,21835.0,92.0,0.0,personal auto,621.617047,two-door car
kc50464,,,,,,,,,,,,,,,,,,,,,arizona,2574.020376,master,f,34990.0,65.0,0.0,corporate auto,42.689135,four-door car
kc67431,,,,,,,,,,,california,f,college,1051715.64%,46707.0,133.0,1/0/00,80.70505,personal auto,sports car,,,,,,,,,,
kc67652,,,,,,,,,,,,,,,,,,,,,arizona,10876.4794,doctor,m,71255.0,138.0,0.0,personal auto,138.633681,sports car
kc67832,,,,,,,,,,,,,,,,,,,,,california,17292.93538,college,m,80028.0,86.0,0.0,corporate auto,114.02307,four-door car
kc69320,,,,,,,,,,,,,,,,,,,,,arizona,13037.03339,bachelor,f,28582.0,112.0,0.0,personal auto,537.6,sports car
kc71643,,,,,,,,,,,oregon,m,high school or below,246323.68%,99144.0,61.0,1/0/00,292.8,corporate auto,four-door car,,,,,,,,,,
kc75958,,,,,,,,,,,,,,,,,,,,,california,16468.22079,high school or below,f,0.0,63.0,0.0,personal auto,685.12694,four-door car
kc79907,,,,,,,,,,,,,,,,,,,,,arizona,7441.004843,college,f,91915.0,186.0,0.0,personal auto,93.56694,luxury car
kd16729,,,,,,,,,,,,,,,,,,,,,nevada,6645.928117,college,m,21144.0,86.0,0.0,personal auto,391.446775,two-door car
kd20203,,,,,,,,,,,,,,,,,,,,,oregon,9472.956706,college,m,0.0,131.0,0.0,corporate auto,628.8,suv
kd21661,,,,,,,,,,,,,,,,,,,,,california,5179.55248,college,m,0.0,165.0,2.0,personal auto,1188.0,suv
kd23847,,,,,,,,,,,arizona,f,high school or below,488654.43%,76374.0,61.0,1/0/00,292.8,personal auto,four-door car,,,,,,,,,,
kd47243,,,,,,,,,,,california,f,bachelor,1179799.21%,91469.0,100.0,1/2/00,418.864555,personal auto,suv,,,,,,,,,,
kd52867,,,,,,,,,,,,,,,,,,,,,oregon,3347.028677,high school or below,f,37138.0,85.0,0.0,personal auto,612.0,two-door car
kd63903,,,,,,,,,,,,,,,,,,,,,arizona,8586.662939,college,m,0.0,118.0,0.0,personal auto,566.4,suv
kd63933,,,,,,,,,,,,,,,,,,,,,california,7048.384055,college,m,24030.0,194.0,0.0,personal auto,970.688934,luxury suv
kd63998,,,,,,,,,,,california,m,college,267473.07%,56342.0,69.0,1/0/00,331.2,personal auto,four-door car,,,,,,,,,,
kd69941,,,,,,,,,,,,,,,,,,,,,california,4941.650159,bachelor,m,0.0,137.0,0.0,personal auto,986.4,suv
kd70601,,,,,,,,,,,,,,,,,,,,,washington,5647.145809,college,f,54834.0,72.0,0.0,corporate auto,186.191931,four-door car
kd93234,,,,,,,,,,,,,,,,,,,,,oregon,5502.726803,high school or below,f,0.0,72.0,0.0,corporate auto,345.6,four-door car
ke10223,,,,,,,,,,,,,,,,,,,,,california,12255.12414,bachelor,m,0.0,177.0,0.0,personal auto,1274.4,suv
ke35335,,,,,,,,,,,,,,,,,,,,,washington,3580.261881,college,f,75333.0,90.0,1.0,personal auto,289.236063,four-door car
ke36052,,,,,,,,,,,,,,,,,,,,,arizona,5325.724541,high school or below,m,0.0,73.0,0.0,corporate auto,496.474767,two-door car
ke41602,,,,,,,,,,,,,,,,,,,,,arizona,7588.35586,high school or below,m,76516.0,95.0,0.0,personal auto,661.008979,two-door car
ke42114,,,,,,,,,,,,,,,,,,,,,nevada,4730.355248,doctor,m,17250.0,62.0,0.0,personal auto,175.528642,four-door car
ke45653,,,,,,,,,,,,,,,,,,,,,california,4731.844073,bachelor,f,0.0,64.0,0.0,personal auto,307.2,four-door car
ke57057,,,,,,,,,,,,,,,,,,,,,california,2300.334605,high school or below,f,0.0,66.0,1.0,corporate auto,475.2,four-door car
ke60943,,,,,,,,,,,,,,,,,,,,,california,4908.207958,bachelor,m,33305.0,62.0,0.0,special auto,353.77899,four-door car
ke61355,,,,,,,,,,,,,,,,,,,,,oregon,5272.703428,high school or below,f,60260.0,66.0,0.0,corporate auto,328.366827,four-door car
ke63160,,,,,,,,,,,,,,,,,,,,,oregon,6057.07208,bachelor,m,27681.0,83.0,0.0,personal auto,398.4,two-door car
ke66309,,,,,,,,,,,,,,,,,,,,,california,8432.519368,college,m,87728.0,70.0,0.0,personal auto,201.589875,four-door car
ke70943,,,,,,,,,,,,,,,,,,,,,california,10090.40808,college,f,97238.0,126.0,0.0,personal auto,604.8,suv
ke83023,,,,,,,,,,,,,,,,,,,,,oregon,10845.74473,bachelor,m,27279.0,137.0,0.0,personal auto,770.227699,suv
ke91683,,,,,,,,,,,,,,,,,,,,,california,8264.747863,high school or below,f,42045.0,103.0,0.0,personal auto,40.839965,suv
ke98143,,,,,,,,,,,,,,,,,,,,,california,2700.676449,master,f,89362.0,67.0,0.0,personal auto,116.209568,four-door car
kf44948,,,,,,,,,,,,,,,,,,,,,washington,20496.69426,high school or below,f,0.0,64.0,0.0,personal auto,307.2,four-door car
kf46546,,,,,,,,,,,,,,,,,,,,,arizona,5789.352696,bachelor,f,75845.0,72.0,0.0,personal auto,73.848672,four-door car
kf50730,,,,,,,,,,,california,f,bachelor,523557.35%,71794.0,131.0,1/0/00,457.471225,personal auto,suv,,,,,,,,,,
kf62288,,,,,,,,,,,,,,,,,,,,,oregon,6269.136365,high school or below,f,0.0,89.0,1.0,special auto,942.277602,two-door car
kf70569,,,,,,,,,,,,,,,,,,,,,nevada,3890.87081,high school or below,m,91182.0,96.0,0.0,personal auto,249.140907,four-door car
kf75098,arizona,m,bachelor,512973.90%,86148.0,65.0,1/2/00,personal auto,four-door car,312.0,,,,,,,,,,,,,,,,,,,,
kf80172,,,,,,,,,,,,,,,,,,,,,nevada,2647.519741,college,m,37876.0,69.0,0.0,personal auto,300.056383,four-door car
kf80571,,,,,,,,,,,,,,,,,,,,,arizona,2258.793954,high school or below,m,0.0,65.0,0.0,personal auto,625.483498,four-door car
kf88603,,,,,,,,,,,,,,,,,,,,,oregon,9700.35416,high school or below,m,0.0,138.0,0.0,personal auto,993.6,suv
kf96171,,,,,,,,,,,,,,,,,,,,,california,8167.992322,high school or below,f,0.0,117.0,0.0,personal auto,842.4,two-door car
kf98735,,,,,,,,,,,,,,,,,,,,,california,3673.990748,bachelor,m,41185.0,99.0,4.0,special auto,363.613596,four-door car
kg16176,,,,,,,,,,,,,,,,,,,,,washington,2434.849287,college,f,0.0,66.0,0.0,personal auto,167.073308,four-door car
kg21285,,,,,,,,,,,,,,,,,,,,,arizona,7159.806745,college,m,67206.0,90.0,0.0,personal auto,76.289123,four-door car
kg23128,,,,,,,,,,,,,,,,,,,,,oregon,6057.07208,bachelor,m,27681.0,83.0,0.0,personal auto,398.4,two-door car
kg40352,,,,,,,,,,,,,,,,,,,,,oregon,5447.201066,college,f,68815.0,68.0,0.0,personal auto,114.743385,four-door car
kg49115,,,,,,,,,,,,,,,,,,,,,california,6298.177143,college,f,89411.0,78.0,0.0,personal auto,116.237322,four-door car
kg53186,,,,,,,,,,,,,,,,,,,,,nevada,3136.698216,college,m,59644.0,79.0,0.0,corporate auto,379.2,four-door car
kg53604,,,,,,,,,,,,,,,,,,,,,oregon,9816.528302,college,m,37256.0,62.0,0.0,personal auto,128.969729,four-door car
kg57925,,,,,,,,,,,,,,,,,,,,,california,2410.498573,bachelor,m,41842.0,61.0,0.0,corporate auto,292.8,two-door car
kg63751,,,,,,,,,,,,,,,,,,,,,washington,6751.437153,high school or below,m,0.0,95.0,0.0,personal auto,456.0,four-door car
kg71396,,,,,,,,,,,,,,,,,,,,,nevada,4017.055485,high school or below,m,0.0,118.0,0.0,corporate auto,959.849922,two-door car
kg81168,,,,,,,,,,,arizona,m,bachelor,282630.76%,65090.0,71.0,1/0/00,73.995096,personal auto,four-door car,,,,,,,,,,
kg83280,,,,,,,,,,,,,,,,,,,,,california,3096.511217,college,f,21604.0,79.0,0.0,personal auto,379.2,four-door car
kg84303,,,,,,,,,,,,,,,,,,,,,california,3942.917284,master,m,38820.0,99.0,0.0,personal auto,547.619785,four-door car
kg85675,,,,,,,,,,,nevada,f,bachelor,472686.93%,13037.0,124.0,1/0/00,839.348464,personal auto,suv,,,,,,,,,,
kh12081,,,,,,,,,,,,,,,,,,,,,arizona,8129.511,high school or below,f,0.0,119.0,1.0,personal auto,729.405742,suv
kh16079,,,,,,,,,,,,,,,,,,,,,washington,4709.52218,high school or below,f,0.0,66.0,0.0,personal auto,470.576119,four-door car
kh19280,,,,,,,,,,,,,,,,,,,,,arizona,6513.612638,college,f,50037.0,81.0,0.0,special auto,303.384527,four-door car
kh24214,oregon,m,college,1785797.23%,55437.0,64.0,1/1/00,personal auto,four-door car,445.287788,,,,,,,,,,,,,,,,,,,,
kh34667,,,,,,,,,,,nevada,m,college,683213.39%,50472.0,87.0,1/0/00,281.163705,corporate auto,four-door car,,,,,,,,,,
kh41809,,,,,,,,,,,,,,,,,,,,,california,2489.387507,college,f,31058.0,67.0,5.0,personal auto,309.424708,two-door car
kh44031,,,,,,,,,,,oregon,f,master,316449.40%,0.0,83.0,1/0/00,398.4,personal auto,four-door car,,,,,,,,,,
kh48895,az,,master,837535.39%,17780.0,109.0,1/0/00,personal auto,suv,132.588288,,,,,,,,,,,,,,,,,,,,
kh48996,,,,,,,,,,,az,f,bachelor,1190054.48%,97205.0,100.0,1/2/00,5.573179,personal auto,sports car,,,,,,,,,,
kh53118,,,,,,,,,,,,,,,,,,,,,california,7505.768149,bachelor,f,44485.0,62.0,0.0,special auto,79.893853,four-door car
kh55886,,,,,,,,,,,,,,,,,,,,,oregon,67907.2705,bachelor,m,78310.0,192.0,1.0,personal auto,151.711475,sports car
kh58171,,,,,,,,,,,,,,,,,,,,,california,2551.226692,master,m,79751.0,63.0,0.0,personal auto,392.235698,two-door car
kh59823,california,m,college,548921.41%,50943.0,139.0,1/0/00,special auto,suv,667.2,,,,,,,,,,,,,,,,,,,,
kh64733,nevada,f,college,588950.91%,62007.0,73.0,1/0/00,personal auto,four-door car,120.015609,,,,,,,,,,,,,,,,,,,,
kh81863,,,,,,,,,,,,,,,,,,,,,oregon,4605.036646,college,f,22571.0,63.0,0.0,corporate auto,302.4,four-door car
kh92987,,,,,,,,,,,,,,,,,,,,,arizona,21740.02913,high school or below,f,30095.0,136.0,0.0,personal auto,652.8,suv
kh93541,,,,,,,,,,,,,,,,,,,,,nevada,7786.676381,college,f,83000.0,97.0,1.0,corporate auto,378.5566,four-door car
kh93988,,,,,,,,,,,oregon,f,college,770888.39%,71134.0,98.0,1/3/00,196.37368,personal auto,two-door car,,,,,,,,,,
kh94432,,,,,,,,,,,,,,,,,,,,,arizona,5338.525632,doctor,f,48696.0,66.0,0.0,corporate auto,48.762193,four-door car
kh95802,,,,,,,,,,,,,,,,,,,,,arizona,2605.599527,college,m,20592.0,71.0,1.0,personal auto,195.153339,two-door car
ki17749,,,,,,,,,,,,,,,,,,,,,oregon,2682.423898,high school or below,f,24823.0,69.0,0.0,personal auto,229.279059,four-door car
ki18648,,,,,,,,,,,arizona,f,bachelor,808484.64%,60662.0,68.0,1/0/00,326.4,special auto,two-door car,,,,,,,,,,
ki19439,oregon,f,high school or below,520764.08%,21952.0,66.0,1/0/00,personal auto,four-door car,316.8,,,,,,,,,,,,,,,,,,,,
ki25980,,,,,,,,,,,,,,,,,,,,,washington,14722.22122,master,m,43982.0,126.0,1.0,personal auto,604.8,suv
ki45566,,,,,,,,,,,,,,,,,,,,,nevada,7331.508054,college,m,0.0,100.0,0.0,personal auto,61.580247,sports car
ki55845,,,,,,,,,,,oregon,f,college,1368171.18%,55588.0,114.0,1/0/00,547.2,personal auto,suv,,,,,,,,,,
ki56154,nevada,m,high school or below,904898.34%,0.0,119.0,1/0/00,personal auto,sports car,571.2,,,,,,,,,,,,,,,,,,,,
ki58952,,,,,,,,,,,,,,,,,,,,,california,51337.90677,college,f,72794.0,164.0,1.0,personal auto,50.454459,suv
ki64666,,,,,,,,,,,,,,,,,,,,,nevada,22445.28088,bachelor,f,0.0,71.0,0.0,personal auto,511.2,four-door car
ki70852,,,,,,,,,,,,,,,,,,,,,nevada,3569.864625,bachelor,f,0.0,101.0,0.0,personal auto,1201.085226,suv
ki75855,oregon,m,master,255122.67%,79751.0,63.0,1/0/00,personal auto,two-door car,392.235698,,,,,,,,,,,,,,,,,,,,
ki82366,,,,,,,,,,,,,,,,,,,,,arizona,7412.962014,college,m,0.0,112.0,0.0,personal auto,806.4,four-door car
ki83797,,,,,,,,,,,,,,,,,,,,,oregon,4913.118904,college,f,48295.0,63.0,0.0,personal auto,290.301553,four-door car
ki91500,,,,,,,,,,,,,,,,,,,,,california,8641.046574,high school or below,f,22193.0,74.0,0.0,personal auto,415.535724,two-door car
kj19260,,,,,,,,,,,,,,,,,,,,,arizona,4682.249396,college,m,37929.0,61.0,0.0,corporate auto,120.436587,four-door car
kj23009,,,,,,,,,,,california,f,bachelor,1059854.25%,20179.0,133.0,1/1/00,638.4,corporate auto,suv,,,,,,,,,,
kj29915,,,,,,,,,,,,,,,,,,,,,california,5246.278375,bachelor,f,28909.0,66.0,0.0,personal auto,456.702735,two-door car
kj31611,arizona,m,high school or below,1080806.60%,31063.0,92.0,1/0/00,personal auto,four-door car,441.6,,,,,,,,,,,,,,,,,,,,
kj41153,,,,,,,,,,,,,,,,,,,,,oregon,8292.626726,college,m,79632.0,106.0,1.0,personal auto,344.048739,suv
kj48497,,,,,,,,,,,,,,,,,,,,,oregon,7516.786075,high school or below,f,0.0,106.0,0.0,personal auto,850.593038,suv
kj50265,,,,,,,,,,,,,,,,,,,,,washington,10418.31143,high school or below,m,27951.0,91.0,0.0,personal auto,436.8,four-door car
kj52520,,,,,,,,,,,,,,,,,,,,,arizona,8161.781091,high school or below,f,45270.0,70.0,0.0,personal auto,46.053458,two-door car
kj55021,,,,,,,,,,,,,,,,,,,,,washington,4791.081559,college,f,29111.0,63.0,0.0,personal auto,302.4,four-door car
kj72146,,,,,,,,,,,,,,,,,,,,,oregon,7126.471703,bachelor,m,30895.0,62.0,0.0,personal auto,297.6,four-door car
kj86296,oregon,m,high school or below,455659.30%,0.0,73.0,1/2/00,personal auto,four-door car,525.6,,,,,,,,,,,,,,,,,,,,
kj87930,cali,f,bachelor,388650.48%,0.0,112.0,1/0/00,corporate auto,suv,1185.988301,,,,,,,,,,,,,,,,,,,,
kk15032,,,,,,,,,,,,,,,,,,,,,arizona,2702.380487,high school or below,f,46370.0,68.0,1.0,personal auto,326.4,two-door car
kk26955,,,,,,,,,,,,,,,,,,,,,washington,2589.43003,high school or below,f,49675.0,65.0,0.0,personal auto,312.0,two-door car
kk27683,,,,,,,,,,,,,,,,,,,,,nevada,4013.849907,high school or below,f,15413.0,106.0,0.0,personal auto,508.8,suv
kk30016,,,,,,,,,,,nevada,m,master,553262.98%,27722.0,69.0,1/0/00,331.2,personal auto,four-door car,,,,,,,,,,
kk38827,,,,,,,,,,,,,,,,,,,,,california,4170.687348,master,f,29462.0,107.0,1.0,personal auto,513.6,suv
kk58047,,,,,,,,,,,,,,,,,,,,,oregon,8583.854913,college,m,53944.0,71.0,0.0,personal auto,340.8,two-door car
kk61203,,,,,,,,,,,,,,,,,,,,,california,3934.099422,high school or below,m,20920.0,103.0,0.0,personal auto,494.4,four-door car
kk64803,,,,,,,,,,,california,m,high school or below,2744347.48%,82320.0,99.0,1/1/00,475.2,personal auto,four-door car,,,,,,,,,,
kk95092,,,,,,,,,,,,,,,,,,,,,arizona,7605.637524,bachelor,m,55281.0,192.0,1.0,personal auto,921.6,luxury suv
kl14426,,,,,,,,,,,,,,,,,,,,,nevada,5079.843625,doctor,f,83288.0,124.0,0.0,personal auto,353.397699,suv
kl17620,,,,,,,,,,,california,f,college,713029.48%,12062.0,63.0,1/0/00,302.4,corporate auto,four-door car,,,,,,,,,,
kl27226,,,,,,,,,,,,,,,,,,,,,california,6412.368115,bachelor,m,58776.0,83.0,2.0,personal auto,478.750667,four-door car
kl27677,,,,,,,,,,,,,,,,,,,,,nevada,10793.75704,college,f,24195.0,90.0,0.0,personal auto,360.269404,two-door car
kl29678,,,,,,,,,,,,,,,,,,,,,oregon,8624.917663,master,f,43610.0,106.0,0.0,personal auto,508.8,sports car
kl39500,,,,,,,,,,,,,,,,,,,,,arizona,4983.61893,college,m,0.0,83.0,3.0,personal auto,736.00483,four-door car
kl39986,,,,,,,,,,,,,,,,,,,,,arizona,19278.81715,high school or below,f,0.0,61.0,0.0,personal auto,366.604732,two-door car
kl43114,arizona,f,high school or below,487646.97%,0.0,66.0,1/0/00,corporate auto,two-door car,316.8,,,,,,,,,,,,,,,,,,,,
kl43280,,,,,,,,,,,,,,,,,,,,,california,9264.32766,college,m,69063.0,115.0,0.0,personal auto,552.0,two-door car
kl48832,,,,,,,,,,,,,,,,,,,,,nevada,5237.935672,college,f,31756.0,66.0,0.0,corporate auto,160.855921,four-door car
kl54950,,,,,,,,,,,,,,,,,,,,,oregon,4531.372981,bachelor,m,23705.0,122.0,4.0,personal auto,585.6,suv
kl57176,oregon,f,college,450540.58%,67801.0,115.0,1/1/00,personal auto,suv,23.810491,,,,,,,,,,,,,,,,,,,,
kl58949,,,,,,,,,,,,,,,,,,,,,california,5577.942343,bachelor,m,70190.0,71.0,0.0,corporate auto,15.169017,two-door car
kl65897,,,,,,,,,,,,,,,,,,,,,california,6331.338496,bachelor,f,0.0,87.0,0.0,personal auto,94.714302,two-door car
kl80110,,,,,,,,,,,,,,,,,,,,,arizona,9333.333631,college,f,89513.0,116.0,0.0,personal auto,232.945977,suv
kl83882,,,,,,,,,,,,,,,,,,,,,nevada,6639.328932,bachelor,f,72661.0,83.0,1.0,personal auto,398.4,four-door car
kl84615,,,,,,,,,,,,,,,,,,,,,arizona,4624.622593,high school or below,m,0.0,68.0,2.0,personal auto,469.278843,four-door car
kl98495,nevada,m,college,848723.80%,0.0,74.0,1/0/00,personal auto,two-door car,426.655599,,,,,,,,,,,,,,,,,,,,
km18818,,,,,,,,,,,,,,,,,,,,,arizona,2590.654042,college,f,25981.0,65.0,0.0,personal auto,77.54669,two-door car
km22467,,,,,,,,,,,,,,,,,,,,,california,5451.802287,bachelor,m,55898.0,69.0,0.0,personal auto,441.951758,two-door car
km33477,oregon,m,college,855038.66%,21733.0,73.0,1/0/00,corporate auto,four-door car,525.6,,,,,,,,,,,,,,,,,,,,
km52241,,,,,,,,,,,,,,,,,,,,,arizona,8430.059143,high school or below,f,0.0,74.0,0.0,personal auto,47.502366,four-door car
km58067,,,,,,,,,,,,,,,,,,,,,california,4526.94696,high school or below,f,92921.0,112.0,0.0,personal auto,109.28708,suv
km63956,,,,,,,,,,,,,,,,,,,,,california,13024.13012,master,m,0.0,125.0,0.0,corporate auto,900.0,suv
km65135,,,,,,,,,,,,,,,,,,,,,oregon,4763.327142,college,m,14957.0,66.0,0.0,corporate auto,316.8,four-door car
km72596,,,,,,,,,,,,,,,,,,,,,arizona,32677.34284,doctor,m,39393.0,121.0,0.0,personal auto,491.151197,suv
km72781,,,,,,,,,,,,,,,,,,,,,washington,9470.624437,college,f,22514.0,80.0,0.0,personal auto,203.469143,four-door car
km79894,,,,,,,,,,,arizona,m,master,309517.54%,88246.0,77.0,1/1/00,428.608683,corporate auto,four-door car,,,,,,,,,,
kn13494,,,,,,,,,,,washington,f,master,518162.09%,97131.0,6464.0,1/0/00,307.2,personal auto,four-door car,washington,5181.620895,master,f,97131.0,64.0,0.0,personal auto,307.2,four-door car
kn15789,,,,,,,,,,,,,,,,,,,,,nevada,6769.324811,high school or below,f,0.0,97.0,0.0,personal auto,698.4,four-door car
kn20603,oregon,,bachelor,771349.40%,45506.0,66.0,1/2/00,personal auto,four-door car,316.8,,,,,,,,,,,,,,,,,,,,
kn21017,nevada,m,high school or below,320822.59%,52367.0,81.0,1/0/00,personal auto,four-door car,275.989978,,,,,,,,,,,,,,,,,,,,
kn24990,,,,,,,,,,,,,,,,,,,,,arizona,41491.74481,college,m,37748.0,181.0,2.0,personal auto,868.8,luxury car
kn25124,,,,,,,,,,,oregon,f,master,245681.66%,50979.0,61.0,1/1/00,262.842655,personal auto,two-door car,,,,,,,,,,
kn25556,,,,,,,,,,,az,f,college,720066.49%,0.0,66.0,1/0/00,316.8,personal auto,four-door car,,,,,,,,,,
kn27565,,,,,,,,,,,,,,,,,,,,,oregon,7639.670244,master,m,34075.0,196.0,0.0,special auto,451.896687,luxury suv
kn32615,,,,,,,,,,,,,,,,,,,,,arizona,4313.34397,college,f,0.0,126.0,2.0,personal auto,656.57161,suv
kn34250,oregon,f,college,1020892.76%,35482.0,129.0,1/0/00,corporate auto,suv,619.2,,,,,,,,,,,,,,,,,,,,
kn47424,,,,,,,,,,,,,,,,,,,,,oregon,5517.199137,high school or below,f,60596.0,71.0,4.0,personal auto,180.340069,four-door car
kn50049,,,,,,,,,,,,,,,,,,,,,california,18882.63699,college,m,24054.0,176.0,0.0,personal auto,1133.801271,suv
kn57002,,,,,,,,,,,,,,,,,,,,,arizona,9015.915395,bachelor,m,0.0,130.0,0.0,corporate auto,936.0,suv
kn65809,,,,,,,,,,,,,,,,,,,,,washington,11131.56637,high school or below,f,0.0,99.0,0.0,personal auto,475.2,four-door car
kn78424,,,,,,,,,,,,,,,,,,,,,california,15477.27854,college,m,51675.0,196.0,0.0,corporate auto,940.8,sports car
kn87338,,,,,,,,,,,oregon,f,high school or below,272639.30%,48039.0,68.0,1/0/00,11.451889,personal auto,four-door car,,,,,,,,,,
kn90631,,,,,,,,,,,,,,,,,,,,,nevada,8560.162384,high school or below,f,28120.0,112.0,0.0,personal auto,537.6,suv
ko26461,arizona,male,high school or below,3226985.14%,41520.0,90.0,1/0/00,personal auto,four-door car,289.904105,,,,,,,,,,,,,,,,,,,,
ko44736,,,,,,,,,,,oregon,m,bachelor,1697979.76%,35095.0,73.0,1/0/00,525.6,personal auto,two-door car,,,,,,,,,,
ko46064,california,m,bachelor,273020.29%,46135.0,69.0,1/0/00,personal auto,four-door car,103.935601,,,,,,,,,,,,,,,,,,,,
ko73340,,,,,,,,,,,,,,,,,,,,,oregon,2640.316068,college,m,77299.0,66.0,0.0,personal auto,151.872106,four-door car
ko86181,,,,,,,,,,,,,,,,,,,,,oregon,6941.872931,college,f,0.0,111.0,3.0,personal auto,532.8,suv
ko95143,,,,,,,,,,,,,,,,,,,,,california,8521.738901,high school or below,m,37910.0,108.0,0.0,personal auto,518.4,four-door car
kp10993,,,,,,,,,,,,,,,,,,,,,california,6273.911874,college,f,18577.0,86.0,0.0,personal auto,412.8,four-door car
kp18988,oregon,f,high school or below,2153133.28%,0.0,101.0,1/0/00,personal auto,four-door car,484.8,,,,,,,,,,,,,,,,,,,,
kp22549,,,,,,,,,,,,,,,,,,,,,oregon,3155.911309,bachelor,m,58213.0,79.0,0.0,personal auto,39.714767,four-door car
